,topic,model,group,npmiscore
2553,Medicine,Category-Level Topics,28.0,0.00758
2554,Medicine,Category-Level Topics,29.0,-0.02311
2555,Medicine,Category-Level Topics,30.0,0.02161
2556,Medicine,Category-Level Topics,31.0,-0.02811
2557,Medicine,Category-Level Topics,32.0,0.02064
2558,Medicine,Category-Level Topics,33.0,-0.05562
2559,Medicine,Category-Level Topics,34.0,0.00863
2560,Medicine,Category-Level Topics,35.0,0.00657
2561,Medicine,Category-Level Topics,36.0,0.00436
2562,Medicine,Category-Level Topics,37.0,0.00894
2563,Medicine,Category-Level Topics,38.0,-0.00718
2564,Medicine,Category-Level Topics,39.0,0.04182
2565,Medicine,Category-Level Topics,40.0,-0.00133
2566,Medicine,Category-Level Topics,41.0,0.02319
2567,Medicine,Category-Level Topics,42.0,0.05186
2568,Medicine,Category-Level Topics,43.0,-0.00654
2569,Medicine,Category-Level Topics,44.0,0.0158
2570,Medicine,Category-Level Topics,45.0,0.01178
2571,Medicine,Category-Level Topics,46.0,0.02989
2572,Medicine,Category-Level Topics,47.0,0.01807
2573,Medicine,Category-Level Topics,48.0,-0.01682
2574,Medicine,Category-Level Topics,49.0,-0.00959
2575,Medicine,Category-Level Topics,50.0,0.00972
2576,Medicine,Category-Level Topics,51.0,0.02657
2577,Medicine,Category-Level Topics,52.0,0.01904
2578,Medicine,Category-Level Topics,53.0,0.00431
2579,Medicine,Category-Level Topics,54.0,-0.03795
2580,Medicine,Category-Level Topics,55.0,-0.03487
2581,Medicine,Category-Level Topics,56.0,0.01858
2582,Medicine,Category-Level Topics,57.0,0.00679
2583,Medicine,Category-Level Topics,58.0,-0.00618
2584,Medicine,Category-Level Topics,59.0,-0.01038
2585,Medicine,Category-Level Topics,60.0,0.00979
2586,Medicine,Category-Level Topics,61.0,0.00333
2587,Medicine,Category-Level Topics,62.0,0.0113
2588,Medicine,Category-Level Topics,63.0,0.00051
2589,Medicine,Category-Level Topics,64.0,0.05407
2590,Medicine,Category-Level Topics,65.0,-0.0342
2591,Medicine,Category-Level Topics,66.0,0.0075
2592,Medicine,Category-Level Topics,67.0,-0.00596
2593,Medicine,Category-Level Topics,68.0,-0.00241
2594,Medicine,Category-Level Topics,69.0,0.00387
2595,Medicine,Category-Level Topics,70.0,-0.0378
2596,Medicine,Category-Level Topics,71.0,-0.04479
2597,Medicine,Category-Level Topics,72.0,-0.02955
2598,Medicine,Category-Level Topics,73.0,0.02753
2599,Medicine,Category-Level Topics,74.0,-0.03143
2600,Medicine,Category-Level Topics,75.0,-0.01662
2601,Medicine,Category-Level Topics,76.0,-0.00486
2602,Medicine,Category-Level Topics,77.0,-0.01118
2603,Medicine,Category-Level Topics,78.0,0.01216
2604,Medicine,Category-Level Topics,79.0,0.0041
2605,Medicine,Category-Level Topics,80.0,-0.048
2606,Medicine,Category-Level Topics,81.0,0.00341
2607,Medicine,Category-Level Topics,82.0,0.01565
2608,Medicine,Category-Level Topics,83.0,-0.01941
2609,Medicine,Category-Level Topics,84.0,-0.02268
2610,Medicine,Category-Level Topics,85.0,-0.01685
2611,Medicine,Category-Level Topics,86.0,-0.03985
2612,Medicine,Category-Level Topics,87.0,-0.02672
2613,Medicine,Category-Level Topics,88.0,-0.00316
2614,Medicine,Category-Level Topics,89.0,-0.02583
2615,Medicine,Category-Level Topics,90.0,-0.01245
2616,Medicine,Category-Level Topics,91.0,-0.01055
2617,Medicine,Category-Level Topics,92.0,-0.02412
2618,Medicine,Category-Level Topics,93.0,-0.0576
2619,Medicine,Category-Level Topics,94.0,-0.03178
2620,Medicine,Category-Level Topics,95.0,0.01781
2621,Medicine,Category-Level Topics,96.0,-0.02963
2622,Medicine,Category-Level Topics,97.0,-0.02159
2623,Medicine,Category-Level Topics,98.0,-0.03221
2624,Medicine,Category-Level Topics,99.0,-0.04703
2625,Medicine,Category-Level Topics,100.0,-0.0476
2626,Animals,Category-Level Topics,0.0,0.07789
2627,Animals,Category-Level Topics,1.0,0.06527
2628,Animals,Category-Level Topics,2.0,0.08062
2629,Animals,Category-Level Topics,3.0,0.01631
2630,Animals,Category-Level Topics,4.0,0.02166
2631,Animals,Category-Level Topics,5.0,-0.00808
2632,Animals,Category-Level Topics,6.0,-0.03069
2633,Animals,Category-Level Topics,7.0,0.00239
2634,Animals,Category-Level Topics,8.0,0.03619
2635,Animals,Category-Level Topics,9.0,-0.01306
2636,Animals,Category-Level Topics,10.0,-0.03412
2637,Animals,Category-Level Topics,11.0,0.03874
2638,Animals,Category-Level Topics,12.0,-0.02236
2639,Animals,Category-Level Topics,13.0,0.00379
2640,Animals,Category-Level Topics,14.0,-0.04272
2641,Animals,Category-Level Topics,15.0,0.03146
2642,Animals,Category-Level Topics,16.0,-0.00291
2643,Animals,Category-Level Topics,17.0,0.04734
2644,Animals,Category-Level Topics,18.0,0.03175
2645,Animals,Category-Level Topics,19.0,-0.01943
2646,Animals,Category-Level Topics,20.0,0.01176
2647,Animals,Category-Level Topics,21.0,0.00851
2648,Animals,Category-Level Topics,22.0,-0.03439
2649,Animals,Category-Level Topics,23.0,-0.02808
2650,Animals,Category-Level Topics,24.0,-0.05729
2651,Animals,Category-Level Topics,25.0,0.03343
2652,Animals,Category-Level Topics,26.0,-0.00769
2653,Animals,Category-Level Topics,27.0,-0.00321
2654,Animals,Category-Level Topics,28.0,0.04461
2655,Animals,Category-Level Topics,29.0,0.01492
2656,Animals,Category-Level Topics,30.0,-0.00381
2657,Animals,Category-Level Topics,31.0,0.00352
2658,Animals,Category-Level Topics,32.0,-0.02091
2659,Animals,Category-Level Topics,33.0,-0.00638
2660,Animals,Category-Level Topics,34.0,-0.00944
2661,Animals,Category-Level Topics,35.0,-0.02323
2662,Animals,Category-Level Topics,36.0,-0.02965
2663,Animals,Category-Level Topics,37.0,-0.00449
2664,Animals,Category-Level Topics,38.0,-0.00725
2665,Animals,Category-Level Topics,39.0,-0.0458
2666,Animals,Category-Level Topics,40.0,-0.02742
2667,Animals,Category-Level Topics,41.0,-0.02013
2668,Animals,Category-Level Topics,42.0,0.04933
2669,Animals,Category-Level Topics,43.0,-0.03832
2670,Animals,Category-Level Topics,44.0,-0.06107
2671,Animals,Category-Level Topics,45.0,-0.03041
2672,Animals,Category-Level Topics,46.0,-0.01506
2673,Animals,Category-Level Topics,47.0,-0.03865
2674,Animals,Category-Level Topics,48.0,0.03078
2675,Animals,Category-Level Topics,49.0,-0.03526
2676,Animals,Category-Level Topics,50.0,0.0232
2677,Animals,Category-Level Topics,51.0,-0.00723
2678,Animals,Category-Level Topics,52.0,-0.03994
2679,Animals,Category-Level Topics,53.0,-0.00732
2680,Animals,Category-Level Topics,54.0,-0.08103
2681,Animals,Category-Level Topics,55.0,-0.01349
2682,Animals,Category-Level Topics,56.0,-0.03217
2683,Animals,Category-Level Topics,57.0,-0.0015
2684,Animals,Category-Level Topics,58.0,-0.01115
2685,Animals,Category-Level Topics,59.0,-0.0764
2686,Animals,Category-Level Topics,60.0,0.00358
2687,Animals,Category-Level Topics,61.0,-0.06314
2688,Animals,Category-Level Topics,62.0,-0.06078
2689,Animals,Category-Level Topics,63.0,-0.07358
2690,Animals,Category-Level Topics,64.0,-0.03528
2691,Animals,Category-Level Topics,65.0,-0.0633
2692,Animals,Category-Level Topics,66.0,-0.04455
2693,Animals,Category-Level Topics,67.0,0.00874
2694,Animals,Category-Level Topics,68.0,-0.03152
2695,Animals,Category-Level Topics,69.0,0.00475
2696,Animals,Category-Level Topics,70.0,-0.01565
2697,Animals,Category-Level Topics,71.0,-0.03123
2698,Animals,Category-Level Topics,72.0,-0.03238
2699,Animals,Category-Level Topics,73.0,-0.04656
2700,Animals,Category-Level Topics,74.0,-0.01807
2701,Animals,Category-Level Topics,75.0,-0.05564
2702,Animals,Category-Level Topics,76.0,-0.06039
2703,Animals,Category-Level Topics,77.0,-0.01126
2704,Animals,Category-Level Topics,78.0,0.00779
2705,Animals,Category-Level Topics,79.0,-0.07129
2706,Animals,Category-Level Topics,80.0,-0.01016
2707,Animals,Category-Level Topics,81.0,-0.00478
2708,Animals,Category-Level Topics,82.0,-0.01156
2709,Animals,Category-Level Topics,83.0,-0.045
2710,Animals,Category-Level Topics,84.0,-0.04706
2711,Animals,Category-Level Topics,85.0,-0.06588
2712,Animals,Category-Level Topics,86.0,-0.05309
2713,Animals,Category-Level Topics,87.0,-0.02034
2714,Animals,Category-Level Topics,88.0,-0.11687
2715,Animals,Category-Level Topics,89.0,0.00182
2716,Animals,Category-Level Topics,90.0,0.00327
2717,Animals,Category-Level Topics,91.0,-0.00608
2718,Animals,Category-Level Topics,92.0,-0.03211
2719,Animals,Category-Level Topics,93.0,-0.07648
2720,Animals,Category-Level Topics,94.0,-0.03613
2721,Animals,Category-Level Topics,95.0,-0.00024
2722,Animals,Category-Level Topics,96.0,-0.02582
2723,Animals,Category-Level Topics,97.0,-0.05923
2724,Animals,Category-Level Topics,98.0,-0.04866
2725,Animals,Category-Level Topics,99.0,-0.00963
2726,Animals,Category-Level Topics,100.0,-0.0404
2727,Mobile,Category-Level Topics,0.0,0.27501
2728,Mobile,Category-Level Topics,1.0,0.32724
2729,Mobile,Category-Level Topics,2.0,0.19779
2730,Mobile,Category-Level Topics,3.0,0.14645
2731,Mobile,Category-Level Topics,4.0,0.17852
2732,Mobile,Category-Level Topics,5.0,0.173
2733,Mobile,Category-Level Topics,6.0,0.1613
2734,Mobile,Category-Level Topics,7.0,0.12623
2735,Mobile,Category-Level Topics,8.0,0.11772
2736,Mobile,Category-Level Topics,9.0,0.15709
2737,Mobile,Category-Level Topics,10.0,0.11199
2738,Mobile,Category-Level Topics,11.0,0.11098
2739,Mobile,Category-Level Topics,12.0,0.02918
2740,Mobile,Category-Level Topics,13.0,0.08195
2741,Mobile,Category-Level Topics,14.0,0.05998
2742,Mobile,Category-Level Topics,15.0,0.01459
2743,Mobile,Category-Level Topics,16.0,0.04941
2744,Mobile,Category-Level Topics,17.0,0.0365
2745,Mobile,Category-Level Topics,18.0,0.11611
2746,Mobile,Category-Level Topics,19.0,0.0493
2747,Mobile,Category-Level Topics,20.0,0.11055
2748,Mobile,Category-Level Topics,21.0,0.09029
2749,Mobile,Category-Level Topics,22.0,0.05049
2750,Mobile,Category-Level Topics,23.0,0.03817
2751,Mobile,Category-Level Topics,24.0,0.05614
2752,Mobile,Category-Level Topics,25.0,0.09382
2753,Mobile,Category-Level Topics,26.0,0.00576
2754,Mobile,Category-Level Topics,27.0,0.03076
2755,Mobile,Category-Level Topics,28.0,0.05113
2756,Mobile,Category-Level Topics,29.0,0.01741
2757,Mobile,Category-Level Topics,30.0,0.0358
2758,Mobile,Category-Level Topics,31.0,0.01855
2759,Mobile,Category-Level Topics,32.0,0.06363
2760,Mobile,Category-Level Topics,33.0,0.08278
2761,Mobile,Category-Level Topics,34.0,0.02519
2762,Mobile,Category-Level Topics,35.0,0.08394
2763,Mobile,Category-Level Topics,36.0,-0.01567
2764,Mobile,Category-Level Topics,37.0,0.0569
2765,Mobile,Category-Level Topics,38.0,0.11157
2766,Mobile,Category-Level Topics,39.0,0.04907
2767,Mobile,Category-Level Topics,40.0,0.04889
2768,Mobile,Category-Level Topics,41.0,0.00773
2769,Mobile,Category-Level Topics,42.0,0.08668
2770,Mobile,Category-Level Topics,43.0,-0.02825
2771,Mobile,Category-Level Topics,44.0,0.02604
2772,Mobile,Category-Level Topics,45.0,-0.06342
2773,Mobile,Category-Level Topics,46.0,-0.00032
2774,Mobile,Category-Level Topics,47.0,-0.03087
2775,Mobile,Category-Level Topics,48.0,0.0267
2776,Mobile,Category-Level Topics,49.0,0.04239
2777,Mobile,Category-Level Topics,50.0,-0.00256
2778,Mobile,Category-Level Topics,51.0,0.01341
2779,Mobile,Category-Level Topics,52.0,-0.02361
2780,Mobile,Category-Level Topics,53.0,-0.02034
2781,Mobile,Category-Level Topics,54.0,0.07668
2782,Mobile,Category-Level Topics,55.0,0.01938
2783,Mobile,Category-Level Topics,56.0,0.01674
2784,Mobile,Category-Level Topics,57.0,0.00819
2785,Mobile,Category-Level Topics,58.0,0.04467
2786,Mobile,Category-Level Topics,59.0,-0.0428
2787,Mobile,Category-Level Topics,60.0,0.02351
2788,Mobile,Category-Level Topics,61.0,0.05211
2789,Mobile,Category-Level Topics,62.0,-0.02295
2790,Mobile,Category-Level Topics,63.0,0.00582
2791,Mobile,Category-Level Topics,64.0,-0.05455
2792,Mobile,Category-Level Topics,65.0,-0.05362
2793,Mobile,Category-Level Topics,66.0,0.0165
2794,Mobile,Category-Level Topics,67.0,-0.04587
2795,Mobile,Category-Level Topics,68.0,-0.00586
2796,Mobile,Category-Level Topics,69.0,-0.1006
2797,Mobile,Category-Level Topics,70.0,0.04081
2798,Mobile,Category-Level Topics,71.0,-0.00862
2799,Mobile,Category-Level Topics,72.0,-0.04987
2800,Mobile,Category-Level Topics,73.0,-0.0286
2801,Mobile,Category-Level Topics,74.0,0.07383
2802,Mobile,Category-Level Topics,75.0,0.00716
2803,Mobile,Category-Level Topics,76.0,0.0463
2804,Mobile,Category-Level Topics,77.0,-0.0278
2805,Mobile,Category-Level Topics,78.0,0.01023
2806,Mobile,Category-Level Topics,79.0,0.01094
2807,Mobile,Category-Level Topics,80.0,-0.04182
2808,Mobile,Category-Level Topics,81.0,-0.0504
2809,Mobile,Category-Level Topics,82.0,-0.01824
2810,Mobile,Category-Level Topics,83.0,-0.04725
2811,Mobile,Category-Level Topics,84.0,-0.0309
2812,Mobile,Category-Level Topics,85.0,0.0487
2813,Mobile,Category-Level Topics,86.0,0.01422
2814,Mobile,Category-Level Topics,87.0,-0.02145
2815,Mobile,Category-Level Topics,88.0,0.00673
2816,Mobile,Category-Level Topics,89.0,0.06066
2817,Mobile,Category-Level Topics,90.0,-0.02954
2818,Mobile,Category-Level Topics,91.0,-0.01153
2819,Mobile,Category-Level Topics,92.0,-0.06592
2820,Mobile,Category-Level Topics,93.0,0.02189
2821,Mobile,Category-Level Topics,94.0,0.00471
2822,Mobile,Category-Level Topics,95.0,-0.04893
2823,Mobile,Category-Level Topics,96.0,-0.04997
2824,Mobile,Category-Level Topics,97.0,-0.04109
2825,Mobile,Category-Level Topics,98.0,-0.03103
2826,Mobile,Category-Level Topics,99.0,-0.0335
2827,Mobile,Category-Level Topics,100.0,0.01949
2828,Military,Category-Level Topics,0.0,0.21346
2829,Military,Category-Level Topics,1.0,0.20709
2830,Military,Category-Level Topics,2.0,0.20162
2831,Military,Category-Level Topics,3.0,0.08358
2832,Military,Category-Level Topics,4.0,0.10198
2833,Military,Category-Level Topics,5.0,0.08626
2834,Military,Category-Level Topics,6.0,0.06546
2835,Military,Category-Level Topics,7.0,0.0584
2836,Military,Category-Level Topics,8.0,0.12036
2837,Military,Category-Level Topics,9.0,0.11298
2838,Military,Category-Level Topics,10.0,0.07543
2839,Military,Category-Level Topics,11.0,-0.02929
2840,Military,Category-Level Topics,12.0,0.13581
2841,Military,Category-Level Topics,13.0,0.06336
2842,Military,Category-Level Topics,14.0,0.11031
2843,Military,Category-Level Topics,15.0,0.11365
2844,Military,Category-Level Topics,16.0,0.10408
2845,Military,Category-Level Topics,17.0,0.07344
2846,Military,Category-Level Topics,18.0,0.144
2847,Military,Category-Level Topics,19.0,0.0657
2848,Military,Category-Level Topics,20.0,-0.00302
2849,Military,Category-Level Topics,21.0,0.09465
2850,Military,Category-Level Topics,22.0,0.02634
2851,Military,Category-Level Topics,23.0,0.03041
2852,Military,Category-Level Topics,24.0,-0.00987
2853,Military,Category-Level Topics,25.0,0.04998
2854,Military,Category-Level Topics,26.0,0.13388
2855,Military,Category-Level Topics,27.0,0.10491
2856,Military,Category-Level Topics,28.0,0.07919
2857,Military,Category-Level Topics,29.0,0.12453
2858,Military,Category-Level Topics,30.0,0.03231
2859,Military,Category-Level Topics,31.0,0.01639
2860,Military,Category-Level Topics,32.0,0.05624
2861,Military,Category-Level Topics,33.0,0.09837
2862,Military,Category-Level Topics,34.0,0.01601
2863,Military,Category-Level Topics,35.0,0.10229
2864,Military,Category-Level Topics,36.0,-0.00827
2865,Military,Category-Level Topics,37.0,0.01762
2866,Military,Category-Level Topics,38.0,0.0876
2867,Military,Category-Level Topics,39.0,0.10726
2868,Military,Category-Level Topics,40.0,0.06289
2869,Military,Category-Level Topics,41.0,0.07157
2870,Military,Category-Level Topics,42.0,0.14998
2871,Military,Category-Level Topics,43.0,0.10449
2872,Military,Category-Level Topics,44.0,0.02038
2873,Military,Category-Level Topics,45.0,0.04882
2874,Military,Category-Level Topics,46.0,0.03159
2875,Military,Category-Level Topics,47.0,0.10461
2876,Military,Category-Level Topics,48.0,0.01668
2877,Military,Category-Level Topics,49.0,0.04435
2878,Military,Category-Level Topics,50.0,0.06641
2879,Military,Category-Level Topics,51.0,0.02374
2880,Military,Category-Level Topics,52.0,0.03776
2881,Military,Category-Level Topics,53.0,0.02905
2882,Military,Category-Level Topics,54.0,0.04725
2883,Military,Category-Level Topics,55.0,0.03445
2884,Military,Category-Level Topics,56.0,0.00651
2885,Military,Category-Level Topics,57.0,-0.00048
2886,Military,Category-Level Topics,58.0,-0.00189
2887,Military,Category-Level Topics,59.0,0.01537
2888,Military,Category-Level Topics,60.0,0.04962
2889,Military,Category-Level Topics,61.0,0.0234
2890,Military,Category-Level Topics,62.0,-0.04037
2891,Military,Category-Level Topics,63.0,0.02227
2892,Military,Category-Level Topics,64.0,0.02581
2893,Military,Category-Level Topics,65.0,0.03411
2894,Military,Category-Level Topics,66.0,0.09787
2895,Military,Category-Level Topics,67.0,-0.02409
2896,Military,Category-Level Topics,68.0,-0.07463
2897,Military,Category-Level Topics,69.0,0.0294
2898,Military,Category-Level Topics,70.0,-0.04811
2899,Military,Category-Level Topics,71.0,-0.00627
2900,Military,Category-Level Topics,72.0,0.03308
2901,Military,Category-Level Topics,73.0,0.07308
2902,Military,Category-Level Topics,74.0,0.06182
2903,Military,Category-Level Topics,75.0,0.03808
2904,Military,Category-Level Topics,76.0,0.02108
2905,Military,Category-Level Topics,77.0,0.03865
2906,Military,Category-Level Topics,78.0,-0.0086
2907,Military,Category-Level Topics,79.0,0.03897
2908,Military,Category-Level Topics,80.0,0.03361
2909,Military,Category-Level Topics,81.0,-0.00193
2910,Military,Category-Level Topics,82.0,0.05821
2911,Military,Category-Level Topics,83.0,0.05932
2912,Military,Category-Level Topics,84.0,0.00391
2913,Military,Category-Level Topics,85.0,-0.01649
2914,Military,Category-Level Topics,86.0,0.01661
2915,Military,Category-Level Topics,87.0,0.01443
2916,Military,Category-Level Topics,88.0,0.04621
2917,Military,Category-Level Topics,89.0,0.08134
2918,Military,Category-Level Topics,90.0,0.10556
2919,Military,Category-Level Topics,91.0,-0.01486
2920,Military,Category-Level Topics,92.0,-0.00594
2921,Military,Category-Level Topics,93.0,-0.06051
2922,Military,Category-Level Topics,94.0,-0.06516
2923,Military,Category-Level Topics,95.0,0.00726
2924,Military,Category-Level Topics,96.0,0.02851
2925,Military,Category-Level Topics,97.0,0.01444
2926,Military,Category-Level Topics,98.0,0.0336
2927,Military,Category-Level Topics,99.0,0.01907
2928,Military,Category-Level Topics,100.0,0.00607
2929,Taxation,Category-Level Topics,0.0,0.16963
2930,Taxation,Category-Level Topics,1.0,0.0486
2931,Taxation,Category-Level Topics,2.0,0.09935
2932,Taxation,Category-Level Topics,3.0,0.11626
2933,Taxation,Category-Level Topics,4.0,0.09594
2934,Taxation,Category-Level Topics,5.0,0.00296
2935,Taxation,Category-Level Topics,6.0,0.06307
2936,Taxation,Category-Level Topics,7.0,0.02084
2937,Taxation,Category-Level Topics,8.0,0.02488
2938,Taxation,Category-Level Topics,9.0,0.02034
2939,Taxation,Category-Level Topics,10.0,0.05104
2940,Taxation,Category-Level Topics,11.0,0.08943
2941,Taxation,Category-Level Topics,12.0,0.11855
2942,Taxation,Category-Level Topics,13.0,0.05342
2943,Taxation,Category-Level Topics,14.0,0.00409
2944,Taxation,Category-Level Topics,15.0,0.00617
2945,Taxation,Category-Level Topics,16.0,0.03103
2946,Taxation,Category-Level Topics,17.0,0.03785
2947,Taxation,Category-Level Topics,18.0,0.01487
2948,Taxation,Category-Level Topics,19.0,0.03943
2949,Taxation,Category-Level Topics,20.0,0.07238
2950,Taxation,Category-Level Topics,21.0,0.06027
2951,Taxation,Category-Level Topics,22.0,-0.02973
2952,Taxation,Category-Level Topics,23.0,-0.01037
2953,Taxation,Category-Level Topics,24.0,0.03791
2954,Taxation,Category-Level Topics,25.0,0.07201
